9.903,-4.879,1.281,9.671,-2.643,20.584,3.868,-5.224,-8.13,3.021,16.189,-5.791
-21.632,-0.318,4.02,-8.047,10.823,-18.108,-1.575,13.975,1.507,-0.2375,1.337,-2.351
9.901,-8.785,-22.138,6.5,1.516,-9.41,-3.292,-8.286,-4.601,-2.9288333333,-30.767,5.432
-4.806,33.097,32.679,3.511,-8.763,24.306,19.948,1.525,12.305,8.8053333333,14.46,0.707
21.774,-27.646,9.885,-17.203,-0.306,-6.766,-17.252,19.818,7.988,-2.2868333333,20.282,6.297
-45.344,-0.49,-31.899,7.062,24.204,-18.435,-2.311,-27.448,5.107,-1.9701666667,0,17.003
-8.594,35.402,-11.562,7.288,-30.2,22.504,4.09,3.231,-21.033,-2.3533333333,11.774,3.601
35.982,-29.086,35.223,-9.951,15.345,16.156,-9.253,21.409,1.663,5.8948333333,-24.659,-5.722
5.35,-1.812,-2.619,-4.97,-6.177,-30.294,16.709,18.187,22.527,2.6636666667,-14.056,-13.301
-10.113,-2.933,-20.004,15.59,4.243,0.796,-0.821,-47.726,-12.468,-6.731,11.296,22.333
10.682,15.309,-2.952,-1,5.134,28.142,0.821,5.315,0.454,6.4776666667,35.778,-8.147
-6.977,-14.119,30.547,-17.503,-19.698,-8.631,-4.016,36.672,11.897,-0.2131666667,-10.67,1.236
-2.824,-0.607,-28.783,20.054,14.833,-25.256,-4.076,3.013,1.804,1.7286666667,-15.019,24.145
-3.44,19.374,1.923,9.444,18.453,19.334,12.893,-31.329,-11.557,2.873,-24.918,-12.169
-2.978,3.486,10.431,-28.197,-4.106,17.485,-5.413,-2.667,14.663,-1.3725,14.982,3.749
4.953,-15.319,6.103,4.673,-26.808,-9.559,-1.902,28.802,-4.282,-1.5126666667,27.266,0.664
7.078,21.759,-12.418,16.84,21.49,-14.468,15.255,24.252,-19.804,7.2608333333,15.91,1.749
-3.376,-8.814,-0.027,6.263,13.47,14.19,-8.964,-21.874,19.804,3.8148333333,-12.858,17.173
-34.337,-14.466,-2.333,-6.263,-6.536,9.727,-8.579,-16.181,7.716,-3.3526666667,-29.202,1.262
29.677,-1.246,7.915,-2.836,-35.798,-1.296,13.085,32.462,1.134,1.1251666667,22.072,4.028
13.994,25.043,17.76,-7.168,9.79,-21.238,4.445,11.252,-29.782,-5.4501666667,27.732,-1.041
-26.484,-21.742,-21.285,-5.795,29.109,7.78,-3.898,-8.423,22.511,6.8806666667,1.463,8.806
10.004,1.235,19.506,7.208,6.329,27.655,-8.943,-13.114,15.538,5.7788333333,-2.438,4.106
-0.835,-11.408,-1.151,6.959,-19.564,-2.91,39.659,7.533,-23.236,1.4068333333,-9.735,-8.347
11.357,2.106,-8.866,3.982,-1.361,-30.647,-18.142,24.682,-18.662,-6.6913333333,8.054,2.239
-17.386,9.168,-3.209,-16.088,12.297,22.305,-15.548,-5.092,28.739,4.4355,11.945,-7.978
-14.826,35.574,-5.56,-4.009,-3.275,18.48,36.194,-13.2,33.503,11.2821666667,3.123,22.339
-2.783,-47.726,19.817,27.721,9.486,-8.321,-7.169,21.088,-31.43,1.8958333333,-9.41,-8.882
24.578,-0.108,5.968,-1.03,3.589,-12.411,-5.826,-2.249,7.68,-1.7078333333,4.954,3.282
7.46,41.521,-1.97,-31,19.155,13.932,-8.531,6.797,19.022,3.2291666667,5.865,12.54
-5.079,-5.109,-16.982,-8.197,4.21,-9.709,29.681,-2.425,9.492,3.842,5.819,-3.624
-22.774,-25.615,4.485,43.524,-27.652,-7.362,-5.205,4.686,-22.474,-2.4138333333,-2.412,-3.786
24.859,-5.924,20.272,-4.817,2.396,-0.766,-7.591,5.964,9.766,0.8253333333,2.727,-4.879
22.639,3.959,3.715,0.044,22.096,27.548,16.791,4.161,13.953,14.0988333333,-8.135,8.758
-5.758,24.018,-1.574,-8.107,18.586,-4.13,7.474,-11.973,-2.514,-0.1106666667,6.392,3.032
-9.807,-4.299,-14.905,22.472,4.688,-15.389,-7.273,11.141,-7.894,1.2908333333,18.404,-11.546
1.605,-12.062,-7.045,7.206,-5.321,14.403,-4.97,-3.582,13.788,3.5873333333,-11.55,13.592
4.501,11.759,7.879,-4.128,8.659,5.139,3.349,-6.635,-4.121,0.3771666667,-9.814,-2.103
8.603,3.449,-8.711,12.454,-0.175,-9.17,-2.011,8.049,-9.667,-0.0866666667,0.074,-5.766
-5,13.603,-10.154,11.033,-6.906,5.807,5.932,8.82,22.959,7.9408333333,-8.0275,8.1015
