0.263999999999996,3.991,-4.676,1.05800000000001,3.96899999999999,9.184,4.899,-5.562,-4.574,-1.18899999999999
2.226,1.548,-3.45399999999999,2.33499999999999,18.494,-9.813,1.59099999999999,2.16800000000001,1.941,4.26899999999999
-5.53400000000001,-0.183999999999998,3.196,0,-14.785,4.90900000000001,1.58900000000001,8.75399999999999,-5.724,-0.606999999999999
-1.59099999999999,0.143000000000001,4.744,-0.210999999999999,-0.081000000000003,14.057,-5.72500000000001,-5.23599999999999,-4.34699999999999,0.186000000000007
2.79300000000001,4.34899999999999,-2.331,-4.51599999999999,3.45200000000001,-10.641,4.093,0.647999999999996,4.51599999999999,0.244
7.133,-5.85599999999999,5.70100000000001,7.824,3.53999999999999,-3.73099999999999,-8.854,2.854,13.015,5.297
-2.973,-3.18000000000001,-1.673,-3.879,-0.590999999999994,26.224,10.486,2.407,9.27000000000001,2.578
-4.017,11.711,2.15299999999999,6.009,11.211,-1.167,2.014,-8.63799999999999,-0.549000000000007,5.643
-2.93600000000001,-0.624000000000009,-4.55499999999999,0.191000000000003,3.416,-14.986,2.93599999999999,10.078,6.351,-3.101
6.009,7.617,-2.423,-0.600999999999999,-5.726,9.556,-3.08799999999999,9.68900000000001,-10.437,-0.027000000000001
9.246,-1.143,0.516999999999996,0.271000000000001,1.995,10.224,6.55,-8.973,0,-8.74099999999999
-8.735,-3.071,0.280000000000001,0.245999999999995,8.13,1.831,0.608000000000004,1.322,-4.764,12.597
-12.529,0.510999999999996,10.548,-1.041,0,-5.117,7.15899999999999,8.01599999999999,-1.869,11.361
3.283,1.94,2.82900000000001,3.509,6.34,19.44,-8.04899999999999,1.425,11.397,-2.061
19.425,-3.895,0.244,-0.778000000000006,2.718,-7.944,9.615,2.155,-4.764,0.245000000000005
-3.70399999999999,2.81400000000001,-5.595,0.323999999999998,-3.53,9.933,-3.10599999999999,6.23,10.008,-9.186
-6.36200000000001,2.913,1.821,6.813,-2.617,1.632,2.73699999999999,-8.863,2.67200000000001,4.721
-2.34399999999999,-1.244,10.796,-3.633,8.399,11.634,1.824,21.749,-8.39100000000001,0.255000000000003
12.41,6.06099999999999,-0.669000000000004,2.816,1.685,-3.366,4.92,-3.262,13.639,13.766
-0.385000000000005,0.284999999999997,4.064,-5.542,5.44,8.094,11.118,5.175,-0.686999999999998,-0.046999999999997
5.75400000000001,5.87,-2.287,11.699,1.723,0.615,-1.548,10.207,8.762,5.12
-4.41799999999999,1.736,5.358,-5.29900000000001,-0.799,0.784000000000001,8.13,-1.392,-15.995,0.103000000000002
0.353999999999999,6.079,13.077,-4.868,8.287,-0.686999999999999,2.862,-11.142,17.173,3.171
5.19499999999999,9.79,1.352,7.43600000000001,-2.817,-1.305,1.712,12.048,-2.87599999999999,2.297
3.366,-7.843,-3.635,5.46399999999999,2.753,-0.273999999999999,-0.174999999999997,5.262,5.83599999999999,4.411
1.50700000000001,4.587,18.89,9.26000000000001,2.245,-0.223000000000001,-1.909,7.769,-2.841,7.23
1.997,0.271999999999998,4.764,-6.93000000000001,-5.383,2.39,17.646,0.504999999999999,-3.91499999999999,-6.679
-0.137,3.814,-3.18,-5.255,8.331,1.868,-8.826,3.011,12.01,4.57
2.22,3.945,-1.884,1.28,2.274,1.624,11.169,-4.822,2.839,1.693
6.082,9.05,2.692,-9.64300000000001,-3.81,-0.745000000000001,-3.386,3.55,1.572,2.335
5.795,6.542,4.716,-3.25999999999999,-2.938,-1.263,9.049,5.915,3.509,0.815
-3.115,-5.696,2.642,15.142,2.199,0.618,-5.663,-7.252,2.47,-1.723
5.025,4.146,-0.851000000000001,-0.990000000000002,-0.074,0.379,5.24,5.361,-3.428,8.091
-0.939,0.448,5.17,-1.921,2.563,-3.835,-1.898,4.33,5.737,-9.845
16.232,5.592,0,-2.47799999999999,-2.27,1.108,0.744,-4.842,13.166,1.093
0.158000000000001,5.154,2.248,9.872,1.752,-2.091,0.734999999999999,4.047,-7.587,2.113
-5.953,-1.831,2.038,6.51199999999999,0.994,3.904,-4.409,-1.537,-12.039,-0.117000000000001
2.558,-0.134,-4.246,-2.694,0.441000000000001,4.051,7.809,-1.034,4.091,-7.2
6.445,5.358,-1.75,5.055,7.972,1.924,-2.899,1.257,22.704,4.753
7.125,-6.009,5.996,-2.271,-4.402,2.855,2.876,9.543,-7.355,-0.641999999999999
