0.263999999999996,3.991,-4.676,1.05800000000001,3.96899999999999,9.184,4.899,-5.562,-4.574,-1.18899999999999,9.903,-4.879,1.281,9.671,-2.643,20.584,3.868,-5.224,-8.13,3.021,16.189,-5.791,8.43,5.29,0.279,0.843,-12.73,-17.911,4.035
2.226,1.548,-3.45399999999999,2.33499999999999,18.494,-9.813,1.59099999999999,2.16800000000001,1.941,4.26899999999999,-21.632,-0.318,4.02,-8.047,10.823,-18.108,-1.575,13.975,1.507,-0.2375,1.337,-2.351,-18.455,-5.724,-17.937,6.936,9.961,16.715,2.036
-5.53400000000001,-0.183999999999998,3.196,0,-14.785,4.90900000000001,1.58900000000001,8.75399999999999,-5.724,-0.606999999999999,9.901,-8.785,-22.138,6.5,1.516,-9.41,-3.292,-8.286,-4.601,-2.9288333333,-30.767,5.432,18.245,9.706,13.173,-9.111,-5.271,10.797,-7.653
-1.59099999999999,0.143000000000001,4.744,-0.210999999999999,-0.081000000000003,14.057,-5.72500000000001,-5.23599999999999,-4.34699999999999,0.186000000000007,-4.806,33.097,32.679,3.511,-8.763,24.306,19.948,1.525,12.305,8.8053333333,14.46,0.707,10.799,4.764,7.97,-4.529,-16.143,-25.986,4.185
2.79300000000001,4.34899999999999,-2.331,-4.51599999999999,3.45200000000001,-10.641,4.093,0.647999999999996,4.51599999999999,0.244,21.774,-27.646,9.885,-17.203,-0.306,-6.766,-17.252,19.818,7.988,-2.2868333333,20.282,6.297,-7.365,-8.842,-22.27,5.036,24.587,25.986,-5.856
7.133,-5.85599999999999,5.70100000000001,7.824,3.53999999999999,-3.73099999999999,-8.854,2.854,13.015,5.297,-45.344,-0.49,-31.899,7.062,24.204,-18.435,-2.311,-27.448,5.107,-1.9701666667,0,17.003,-4.112,10.349,-3.445,-13.036,18.766,10.351,5.856
-2.973,-3.18000000000001,-1.673,-3.879,-0.590999999999994,26.224,10.486,2.407,9.27000000000001,2.578,-8.594,35.402,-11.562,7.288,-30.2,22.504,4.09,3.231,-21.033,-2.3533333333,11.774,3.601,12.511,2.184,21.559,-11.243,-32.005,-26.08,11.976
-4.017,11.711,2.15299999999999,6.009,11.211,-1.167,2.014,-8.63799999999999,-0.549000000000007,5.643,35.982,-29.086,35.223,-9.951,15.345,16.156,-9.253,21.409,1.663,5.8948333333,-24.659,-5.722,12.639,-17.016,9.922,15.241,0.215,4.969,-33.014
-2.93600000000001,-0.624000000000009,-4.55499999999999,0.191000000000003,3.416,-14.986,2.93599999999999,10.078,6.351,-3.101,5.35,-1.812,-2.619,-4.97,-6.177,-30.294,16.709,18.187,22.527,2.6636666667,-14.056,-13.301,-34.633,0.33,-7.154,-23.86,15.845,42.575,6.294
6.009,7.617,-2.423,-0.600999999999999,-5.726,9.556,-3.08799999999999,9.68900000000001,-10.437,-0.027000000000001,-10.113,-2.933,-20.004,15.59,4.243,0.796,-0.821,-47.726,-12.468,-6.731,11.296,22.333,3.867,4.669,-26.022,8.371,12.099,-32.578,17.68
9.246,-1.143,0.516999999999996,0.271000000000001,1.995,10.224,6.55,-8.973,0,-8.74099999999999,10.682,15.309,-2.952,-1,5.134,28.142,0.821,5.315,0.454,6.4776666667,35.778,-8.147,26.232,3.691,7.269,9.047,-22.24,-15.598,-25.65
-8.735,-3.071,0.280000000000001,0.245999999999995,8.13,1.831,0.608000000000004,1.322,-4.764,12.597,-6.977,-14.119,30.547,-17.503,-19.698,-8.631,-4.016,36.672,11.897,-0.2131666667,-10.67,1.236,6.44,-3.495,25.24,-10.228,2.541,40.367,7.888
-12.529,0.510999999999996,10.548,-1.041,0,-5.117,7.15899999999999,8.01599999999999,-1.869,11.361,-2.824,-0.607,-28.783,20.054,14.833,-25.256,-4.076,3.013,1.804,1.7286666667,-15.019,24.145,-38.6,6.911,14.027,-12.674,9.055,26.839,13.319
3.283,1.94,2.82900000000001,3.509,6.34,19.44,-8.04899999999999,1.425,11.397,-2.061,-3.44,19.374,1.923,9.444,18.453,19.334,12.893,-31.329,-11.557,2.873,-24.918,-12.169,3.767,16.373,-17.015,23.691,23.364,-65.936,-8.669
19.425,-3.895,0.244,-0.778000000000006,2.718,-7.944,9.615,2.155,-4.764,0.245000000000005,-2.978,3.486,10.431,-28.197,-4.106,17.485,-5.413,-2.667,14.663,-1.3725,14.982,3.749,35.728,-12.993,-28.516,15.216,-25.049,21.241,-18.125
-3.70399999999999,2.81400000000001,-5.595,0.323999999999998,-3.53,9.933,-3.10599999999999,6.23,10.008,-9.186,4.953,-15.319,6.103,4.673,-26.808,-9.559,-1.902,28.802,-4.282,-1.5126666667,27.266,0.664,5.42,-2.161,22.126,-4.706,-11.449,43.271,17.562
