   9.6206394e-01   1.0219232e+00   1.0185433e+00
   9.6195716e-01   1.0208483e+00   1.0191123e+00
   9.6187847e-01   1.0197749e+00   1.0196948e+00
   9.6182625e-01   1.0187006e+00   1.0202860e+00
   9.6179943e-01   1.0176243e+00   1.0208827e+00
   9.6179679e-01   1.0165445e+00   1.0214811e+00
   9.6181695e-01   1.0154596e+00   1.0220771e+00
   9.6185100e-01   1.0143560e+00   1.0226463e+00
   9.6189597e-01   1.0132297e+00   1.0231804e+00
   9.6195841e-01   1.0120916e+00   1.0236967e+00
   9.6204356e-01   1.0109504e+00   1.0242091e+00
   9.6215537e-01   1.0098130e+00   1.0247280e+00
   9.6229648e-01   1.0086842e+00   1.0252604e+00
   9.6246824e-01   1.0075667e+00   1.0258096e+00
   9.6267071e-01   1.0064613e+00   1.0263758e+00
   9.6290264e-01   1.0053667e+00   1.0269553e+00
   9.6316150e-01   1.0042797e+00   1.0275412e+00
   9.6344346e-01   1.0031950e+00   1.0281231e+00
   9.6374337e-01   1.0021053e+00   1.0286871e+00
   9.6405481e-01   1.0010013e+00   1.0292157e+00
   9.6437005e-01   9.9987154e-01   1.0296881e+00
   9.6467901e-01   9.9870119e-01   1.0300772e+00
   9.6496319e-01   9.9746359e-01   1.0303335e+00
   9.6523667e-01   9.9618144e-01   1.0304954e+00
   9.6551965e-01   9.9488640e-01   1.0306173e+00
   9.6582870e-01   9.9360458e-01   1.0307439e+00
   9.6617671e-01   9.9235651e-01   1.0309101e+00
   9.6657292e-01   9.9115716e-01   1.0311411e+00
   9.6702293e-01   9.9001593e-01   1.0314522e+00
   9.6752868e-01   9.8893663e-01   1.0318488e+00
   9.6808845e-01   9.8791753e-01   1.0323267e+00
   9.6869689e-01   9.8695132e-01   1.0328717e+00
   9.6934497e-01   9.8602510e-01   1.0334601e+00
   9.7002003e-01   9.8512043e-01   1.0340579e+00
   9.7070575e-01   9.8421329e-01   1.0346219e+00
   9.7138215e-01   9.8327408e-01   1.0350986e+00
   9.7202561e-01   9.8226764e-01   1.0354249e+00
   9.7260885e-01   9.8115325e-01   1.0355279e+00
   9.7313608e-01   9.7993888e-01   1.0354201e+00
   9.7367046e-01   9.7872259e-01   1.0352726e+00
   9.7423079e-01   9.7753355e-01   1.0351367e+00
   9.7482926e-01   9.7639094e-01   1.0350460e+00
   9.7547267e-01   9.7530581e-01   1.0350194e+00
   9.7616241e-01   9.7428117e-01   1.0350614e+00
   9.7689451e-01   9.7331194e-01   1.0351619e+00
   9.7765959e-01   9.7238493e-01   1.0352965e+00
   9.7844288e-01   9.7147891e-01   1.0354260e+00
   9.7922424e-01   9.7056455e-01   1.0354970e+00
   9.7997817e-01   9.6960451e-01   1.0354415e+00
   9.8071417e-01   9.6861440e-01   1.0352866e+00
   9.8146084e-01   9.6763834e-01   1.0351106e+00
   9.8222382e-01   9.6668561e-01   1.0349293e+00
   9.8300678e-01   9.6576265e-01   1.0347537e+00
   9.8381149e-01   9.6487302e-01   1.0345895e+00
   9.8463776e-01   9.6401744e-01   1.0344371e+00
   9.8548346e-01   9.6319377e-01   1.0342921e+00
   9.8634454e-01   9.6239703e-01   1.0341447e+00
   9.8721501e-01   9.6161937e-01   1.0339801e+00
   9.8808691e-01   9.6085009e-01   1.0337782e+00
   9.8895083e-01   9.6007630e-01   1.0335152e+00
   9.8980897e-01   9.5930259e-01   1.0331985e+00
   9.9066928e-01   9.5854167e-01   1.0328506e+00
   9.9153680e-01   9.5780182e-01   1.0324861e+00
   9.9241530e-01   9.5708947e-01   1.0321160e+00
   9.9330729e-01   9.5640926e-01   1.0317482e+00
   9.9421403e-01   9.5576396e-01   1.0313873e+00
   9.9513548e-01   9.5515455e-01   1.0310347e+00
   9.9607040e-01   9.5458017e-01   1.0306884e+00
   9.9701623e-01   9.5403814e-01   1.0303430e+00
