   0.0000000e+00   4.8973401e+02   5.0402187e+02   3.7823081e+02   4.7515041e+02   4.0563852e+02   3.8842230e+02   3.9049376e+02   5.0620073e+02   4.7899892e+02   4.9252280e+02   4.3639047e+02   4.6349582e+02   5.1436470e+02   4.7652328e+02   4.9737393e+02   5.4505726e+02   5.3277393e+02   3.8299136e+02   4.2658492e+02   3.2265492e+02   3.2261963e+02   3.2264374e+02   3.2267037e+02   3.2272440e+02   3.2265843e+02   3.2263756e+02   3.2267448e+02   3.2266780e+02   3.2268406e+02   3.2261687e+02   3.2271407e+02   3.2263231e+02   3.2265682e+02   3.2261725e+02   3.2263190e+02   3.2264450e+02   3.2267622e+02   3.2264210e+02   3.2263740e+02   4.0202830e+02   3.6175119e+02   3.7650237e+02   4.2179645e+02   4.3480488e+02   3.8362629e+02   3.7172640e+02   3.6254788e+02   4.1132954e+02   3.6573078e+02   4.1387230e+02   3.8890260e+02   4.8107204e+02   4.6368777e+02   3.6952630e+02   4.0691081e+02   4.3804323e+02   3.6889794e+02   3.8114185e+02   3.6828211e+02
   4.8973401e+02   0.0000000e+00   4.0740578e+02   4.6586325e+02   4.3844265e+02   5.7295252e+02   4.5638234e+02   4.3066110e+02   2.6104809e+02   3.6686607e+02   2.9559538e+02   3.8834000e+02   5.7416104e+02   4.7893479e+02   5.0082582e+02   4.4642378e+02   4.8331710e+02   2.9180586e+02   4.4401327e+02   4.4782475e+02   3.1620560e+02   3.1614441e+02   3.1618120e+02   3.1616486e+02   3.1622432e+02   3.1620620e+02   3.1616637e+02   3.1622654e+02   3.1615005e+02   3.1625928e+02   3.1616279e+02   3.1620174e+02   3.1619566e+02   3.1615228e+02   3.1616378e+02   3.1615593e+02   3.1616143e+02   3.1623734e+02   3.1616945e+02   3.1620901e+02   4.1040857e+02   3.5488646e+02   3.7530472e+02   4.1191696e+02   4.1227254e+02   3.7398253e+02   3.6732158e+02   3.5560491e+02   4.0273287e+02   3.7237099e+02   3.9545498e+02   3.8302758e+02   4.5795506e+02   4.2533199e+02   3.6374572e+02   4.0711582e+02   4.4998379e+02   3.7574203e+02   3.7176915e+02   3.6349382e+02
   5.0402187e+02   4.0740578e+02   0.0000000e+00   4.9757509e+02   3.1809097e+02   5.0733566e+02   4.7422608e+02   4.5662162e+02   3.5145934e+02   3.9722755e+02   3.6180104e+02   4.7037857e+02   4.7033584e+02   4.2617111e+02   4.9105226e+02   2.2062614e+02   3.7103196e+02   4.2290975e+02   4.7870857e+02   3.9872592e+02   3.0903807e+02   3.0907190e+02   3.0903433e+02   3.0905422e+02   3.0904825e+02   3.0903553e+02   3.0903611e+02   3.0903807e+02   3.0911251e+02   3.0906292e+02   3.0909338e+02   3.0905886e+02   3.0906853e+02   3.0906247e+02   3.0907664e+02   3.0904301e+02   3.0903816e+02   3.0904582e+02   3.0903409e+02   3.0908207e+02   4.0784363e+02   3.3503756e+02   3.7900257e+02   4.0133556e+02   4.1702585e+02   3.7458796e+02   3.6588471e+02   3.3957097e+02   4.1950282e+02   3.7206543e+02   4.2011786e+02   3.7939088e+02   4.3325420e+02   4.0850979e+02   3.4600638e+02   3.9168667e+02   4.2218496e+02   3.7541338e+02   3.5138580e+02   3.6246037e+02
   3.7823081e+02   4.6586325e+02   4.9757509e+02   0.0000000e+00   4.8117775e+02   4.2146204e+02   3.8811730e+02   3.7081061e+02   5.0286958e+02   4.2937329e+02   4.9704063e+02   3.5527441e+02   4.6896559e+02   5.0743307e+02   4.5184533e+02   5.3135510e+02   5.0636924e+02   4.5656295e+02   2.8332750e+02   4.5181795e+02   3.0443581e+02   3.0446769e+02   3.0443673e+02   3.0448170e+02   3.0448676e+02   3.0443624e+02   3.0444164e+02   3.0443986e+02   3.0453360e+02   3.0444983e+02   3.0447308e+02   3.0449875e+02   3.0444821e+02   3.0448456e+02   3.0445980e+02   3.0444784e+02   3.0445081e+02   3.0444158e+02   3.0444199e+02   3.0445599e+02   3.9301263e+02   3.3538117e+02   3.6130952e+02   4.0636004e+02   4.0352964e+02   3.5032389e+02   3.7314083e+02   3.3663665e+02   3.9363857e+02   3.7331111e+02   3.8612246e+02   3.8144549e+02   4.2634139e+02   4.0456672e+02   3.3665007e+02   3.7952385e+02   4.4559161e+02   3.7250131e+02   3.4510993e+02   3.7240388e+02
   4.7515041e+02   4.3844265e+02   3.1809097e+02   4.8117775e+02   0.0000000e+00   4.4810341e+02   4.4405940e+02   4.4198305e+02   4.1639801e+02   3.8029077e+02   4.2253979e+02   4.9901919e+02   4.0415660e+02   3.6060001e+02   4.1198877e+02   3.0767287e+02   3.8884928e+02   4.4745394e+02   4.7081813e+02   3.2649593e+02   2.9586790e+02   2.9589197e+02   2.9586422e+02   2.9589328e+02   2.9589958e+02   2.9586703e+02   2.9586568e+02   2.9587210e+02   2.9594297e+02   2.9589140e+02   2.9590604e+02   2.9590787e+02   2.9588627e+02   2.9589695e+02   2.9589216e+02   2.9587079e+02   2.9587067e+02   2.9587754e+02   2.9586526e+02   2.9589744e+02   3.9805285e+02   3.2711436e+02   3.5960586e+02   4.0992878e+02   3.7734527e+02   3.7870329e+02   3.5058666e+02   3.3309004e+02   4.2262126e+02   3.4862397e+02   4.1271398e+02   3.9463698e+02   4.3330426e+02   4.3413617e+02   3.4571050e+02   3.8296384e+02   4.2967296e+02   3.5148063e+02   3.4857697e+02   3.4763561e+02
   4.0563852e+02   5.7295252e+02   5.0733566e+02   4.2146204e+02   4.4810341e+02   0.0000000e+00   3.9492332e+02   4.1694414e+02   5.4075943e+02   5.0040643e+02   5.2157713e+02   4.5446612e+02   2.3857353e+02   4.6204052e+02   3.8940782e+02   4.7125972e+02   4.5961248e+02   5.3821802e+02   4.5417733e+02   3.7444660e+02   3.2047456e+02   3.2051789e+02   3.2047187e+02   3.2048986e+02   3.2047430e+02   3.2047119e+02   3.2047517e+02   3.2047145e+02   3.2055516e+02   3.2049777e+02   3.2054251e+02   3.2048747e+02   3.2051246e+02   3.2050126e+02   3.2052386e+02   3.2048346e+02   3.2047602e+02   3.2047978e+02   3.2047225e+02   3.2052683e+02   4.1298847e+02   3.5232447e+02   3.6687830e+02   4.4255680e+02   3.9769290e+02   3.9058829e+02   3.9259525e+02   3.5612198e+02   4.3239342e+02   3.8517730e+02   4.3319000e+02   4.1527302e+02   4.4843269e+02   4.3817009e+02   3.5552610e+02   3.8060735e+02   4.3036610e+02   3.8183479e+02   3.5279390e+02   3.9303541e+02
   3.8842230e+02   4.5638234e+02   4.7422608e+02   3.8811730e+02   4.4405940e+02   3.9492332e+02   0.0000000e+00   2.8791007e+02   4.7346511e+02   4.9114871e+02   4.7328519e+02   3.4551369e+02   4.3330695e+02   4.4233010e+02   4.1214345e+02   4.5262878e+02   4.7034635e+02   4.5357656e+02   4.0713276e+02   4.5248939e+02   2.8827662e+02   2.8829827e+02   2.8826915e+02   2.8828716e+02   2.8829103e+02   2.8827470e+02   2.8826958e+02   2.8828024e+02   2.8833763e+02   2.8830735e+02   2.8831994e+02   2.8829679e+02   2.8830245e+02   2.8829251e+02   2.8830524e+02   2.8827359e+02   2.8827062e+02   2.8828844e+02   2.8826852e+02   2.8831686e+02   3.7429144e+02   3.3353351e+02   3.4101006e+02   4.0995529e+02   3.9009852e+02   3.7762752e+02   3.4149961e+02   3.3585132e+02   3.8185660e+02   3.2843927e+02   3.8793803e+02   3.8654167e+02   3.9418933e+02   3.9964421e+02   3.3803383e+02   3.5075388e+02   4.2294044e+02   3.2921420e+02   3.4609126e+02   3.4129457e+02
   3.9049376e+02   4.3066110e+02   4.5662162e+02   3.7081061e+02   4.4198305e+02   4.1694414e+02   2.8791007e+02   0.0000000e+00   4.4743577e+02   4.6325483e+02   4.4727364e+02   4.3307172e+02   4.3615459e+02   4.4117573e+02   4.1996073e+02   4.4007633e+02   4.6228448e+02   4.2349886e+02   3.8120180e+02   4.1569932e+02   2.7793503e+02   2.7795689e+02   2.7792979e+02   2.7795739e+02   2.7796577e+02   2.7793405e+02   2.7793057e+02   2.7794013e+02   2.7800775e+02   2.7796224e+02   2.7797294e+02   2.7797303e+02   2.7795439e+02   2.7796093e+02   2.7795876e+02   2.7793523e+02   2.7793498e+02   2.7794649e+02   2.7793018e+02   2.7796687e+02   3.6373507e+02   3.2767103e+02   3.1485786e+02   3.7403058e+02   4.0287678e+02   3.5133181e+02   3.5059969e+02   3.2988094e+02   4.0719765e+02   3.3126873e+02   3.9470361e+02   3.6432349e+02   4.3893609e+02   4.2403513e+02   3.3252049e+02   3.4545577e+02   3.9080747e+02   3.2715030e+02   3.4037875e+02   3.5126968e+02
   5.0620073e+02   2.6104809e+02   3.5145934e+02   5.0286958e+02   4.1639801e+02   5.4075943e+02   4.7346511e+02   4.4743577e+02   0.0000000e+00   3.3329157e+02   1.8407661e+02   4.0671640e+02   5.4110671e+02   4.4346803e+02   4.8925818e+02   4.1422763e+02   4.7263890e+02   3.2980176e+02   4.6606557e+02   4.3987261e+02   3.1522577e+02   3.1527924e+02   3.1522754e+02   3.1526056e+02   3.1524242e+02   3.1522331e+02   3.1523394e+02   3.1522209e+02   3.1533176e+02   3.1524133e+02   3.1529727e+02   3.1526019e+02   3.1526048e+02   3.1527204e+02   3.1527801e+02   3.1524408e+02   3.1523885e+02   3.1522757e+02   3.1523143e+02   3.1527260e+02   4.0294639e+02   3.4670620e+02   3.6696256e+02   4.3474230e+02   4.0232464e+02   3.7611550e+02   3.9138582e+02   3.4940478e+02   4.2233210e+02   3.7286516e+02   4.2755091e+02   4.0066064e+02   4.6354895e+02   4.4003870e+02   3.4807670e+02   3.7034180e+02   4.3999331e+02   3.6979873e+02   3.5050586e+02   3.8932901e+02
   4.7899892e+02   3.6686607e+02   3.9722755e+02   4.2937329e+02   3.8029077e+02   5.0040643e+02   4.9114871e+02   4.6325483e+02   3.3329157e+02   0.0000000e+00   3.1441322e+02   4.2689921e+02   5.0341201e+02   4.9661466e+02   5.1274974e+02   4.4315924e+02   4.3995387e+02   3.8941487e+02   4.1185061e+02   4.2379022e+02   3.0507463e+02   3.0503919e+02   3.0505711e+02   3.0506001e+02   3.0510542e+02   3.0507540e+02   3.0504817e+02   3.0509139e+02   3.0506395e+02   3.0511752e+02   3.0505347e+02   3.0509236e+02   3.0507025e+02   3.0505133e+02   3.0505050e+02   3.0504211e+02   3.0504748e+02   3.0509939e+02   3.0505072e+02   3.0508206e+02   3.8276112e+02   3.5500927e+02   3.4589681e+02   4.1603175e+02   4.0314933e+02   3.7370005e+02   3.7332308e+02   3.5578324e+02   3.9665010e+02   3.5590613e+02   3.9357069e+02   4.0377576e+02   4.2313987e+02   4.2470055e+02   3.5307013e+02   3.7043250e+02   4.3663115e+02   3.5246631e+02   3.4922262e+02   3.7287317e+02
